History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,AXGN - AxoGen Inc.,0.0,Buy,177955,$10.85,"$1,931,000",,$15.36,41.57%,$9.22,$21.00,First Eagle Investment Management,2
≡,AZEK-OLD - AZEK Co. Inc. CL A,0.0,Reduce 90.90%,5328,$54.43,"$290,000",,$54.30,-0.24%,$35.48,$54.91,First Eagle Investment Management,2
≡,BSM - Black Stone Minerals L.P.,0.0,,14564,$13.05,"$190,000",,$11.92,-8.66%,$11.70,$14.74,First Eagle Investment Management,2
≡,CAH - Cardinal Health Inc.,0.0,Reduce 9.43%,9977,$167.99,"$1,676,000",,$149.02,-11.29%,$104.89,$168.44,First Eagle Investment Management,2
≡,CASY - Casey's Gen'l Stores,0.0,Add 7.57%,1421,$510.20,"$725,000",,$509.04,-0.23%,$348.89,$530.66,First Eagle Investment Management,2
≡,CIA - Citizens Inc. CL A,0.0,Add 7.42%,598750,$3.49,"$2,090,000",,$4.92,40.97%,$2.71,$5.95,First Eagle Investment Management,2
≡,CNI - Canadian Natl Railway Co.,0.0,,1765,$104.25,"$184,000",,$94.35,-9.50%,$90.87,$118.70,First Eagle Investment Management,2
≡,COHR - Coherent Corp.,0.0,Add 64.82%,10608,$89.18,"$946,000",,$87.76,-1.59%,$45.58,$123.25,First Eagle Investment Management,2
≡,COTY - Coty Inc.,0.0,Add 6.64%,64276,$4.65,"$299,000",,$4.89,5.16%,$4.46,$10.30,First Eagle Investment Management,2
≡,CP - Canadian Pacific Kansas City,0.0,,2446,$79.31,"$194,000",,$74.84,-5.64%,$66.35,$87.07,First Eagle Investment Management,2
≡,CRH - CRH plc,0.0,,4052,$92.05,"$373,000",,$112.44,22.15%,$76.45,$113.95,First Eagle Investment Management,2
≡,CRNT - Ceragon Networks Ltd,0.0,Add 30.91%,590860,$2.46,"$1,454,000",,$1.88,-23.58%,$1.82,$5.73,First Eagle Investment Management,2
≡,CW - Curtiss-Wright Corp.,0.0,Add 4.76%,2200,$488.18,"$1,074,000",,$479.75,-1.73%,$266.74,$517.09,First Eagle Investment Management,2
≡,D - Dominion Energy Inc.,0.0,Add 16.40%,4586,$56.48,"$259,000",,$61.30,8.53%,$47.50,$62.26,First Eagle Investment Management,2
≡,DAL - Delta Air Lines Inc.,0.0,Add 9.43%,16201,$49.19,"$797,000",,$60.50,22.99%,$34.51,$69.36,First Eagle Investment Management,2
≡,DCI - Donaldson Co.,0.0,Reduce 3.24%,11241,$69.39,"$780,000",,$75.01,8.10%,$56.96,$77.69,First Eagle Investment Management,2
≡,DECK - Deckers Outdoor,0.0,Buy,7880,$103.05,"$812,000",,$105.52,2.40%,$93.72,$223.98,First Eagle Investment Management,2
≡,DGX - Quest Diagnostics,0.0,Add 2.67%,5697,$179.57,"$1,023,000",,$182.83,1.82%,$144.09,$183.37,First Eagle Investment Management,2
≡,DINO - HF Sinclair Corp.,0.0,Add 26.70%,8052,$41.11,"$331,000",,$45.55,10.80%,$24.33,$47.89,First Eagle Investment Management,2
≡,DOV - Dover Corp.,0.0,Reduce 0.04%,5687,$183.22,"$1,042,000",,$179.71,-1.92%,$142.63,$221.09,First Eagle Investment Management,2
≡,EGP - EastGroup Properties SBI,0.0,Add 51.92%,831,$167.27,"$139,000",,$166.72,-0.33%,$136.52,$186.05,First Eagle Investment Management,2
≡,ENSG - Ensign Group,0.0,Add 9.37%,5838,$154.16,"$900,000",,$167.02,8.34%,$118.68,$167.26,First Eagle Investment Management,2
≡,EQIX - Equinix Inc.,0.0,Reduce 61.26%,86,$790.70,"$68,000",,$773.46,-2.18%,$697.65,$983.59,First Eagle Investment Management,2
≡,EVR - Evercore Inc.,0.0,Add 10.30%,5342,$270.12,"$1,443,000",,$301.83,11.74%,$148.10,$320.98,First Eagle Investment Management,2
≡,EXE - Expand Energy Corp.,0.0,Add 5.78%,10888,$116.92,"$1,273,000",,$93.05,-20.42%,$66.93,$121.48,First Eagle Investment Management,2
≡,EXEL - Exelixis Inc.,0.0,Add 5.06%,20683,$44.05,"$911,000",,$37.52,-14.82%,$25.12,$49.62,First Eagle Investment Management,2
≡,FEGE - First Eagle Gl Equity ETF,0.0,,27635,$40.06,"$1,107,000",,$41.70,4.09%,$32.68,$42.05,First Eagle Investment Management,2
≡,FEOE - First Eagle Overseas Eq ETF,0.0,,27780,$41.79,"$1,161,000",,$43.58,4.28%,$34.28,$44.58,First Eagle Investment Management,2
≡,FLEX - Flex Ltd.,0.0,Add 41.91%,23705,$49.95,"$1,184,000",,$49.77,-0.36%,$25.11,$53.97,First Eagle Investment Management,2
≡,FLYW - Flywire Corp Voting,0.0,Buy,116489,$11.70,"$1,363,000",,$12.35,5.56%,$8.20,$23.40,First Eagle Investment Management,2
≡,FOSL - Fossil Inc.,0.0,Add 17.24%,761226,$1.48,"$1,127,000",,$3.16,113.51%,$0.86,$3.58,First Eagle Investment Management,2
≡,GD - General Dynamics,0.0,,7297,$291.63,"$2,128,000",,$316.40,8.49%,$236.67,$322.50,First Eagle Investment Management,2
≡,GNRC - Generac Holdings Inc.,0.0,Add 52.60%,7679,$143.25,"$1,100,000",,$199.08,38.97%,$99.50,$203.25,First Eagle Investment Management,2
≡,GTLS - Chart Industries Inc.,0.0,Add 46.42%,7523,$164.69,"$1,239,000",,$197.88,20.15%,$101.60,$220.03,First Eagle Investment Management,2
≡,HLI - Houlihan Lokey Inc.,0.0,Add 19.04%,4996,$179.94,"$899,000",,$192.17,6.80%,$137.52,$198.78,First Eagle Investment Management,2
≡,HLLY - Holley Inc,0.0,Add 32.23%,475297,$2.00,"$951,000",,$3.72,86.00%,$1.60,$3.72,First Eagle Investment Management,2
≡,HLX - Helix Energy Solutions,0.0,Reduce 2.15%,364258,$6.24,"$2,273,000",,$5.72,-8.33%,$5.52,$12.33,First Eagle Investment Management,2
≡,HTLD - Heartland Express,0.0,Reduce 69.22%,221581,$8.64,"$1,914,000",,$8.43,-2.43%,$7.09,$12.77,First Eagle Investment Management,2
≡,IAU - iShares Gold Trust,0.0,Add 215.70%,3056,$61.85,"$189,000",,$62.49,1.03%,$46.66,$65.00,First Eagle Investment Management,2
≡,ICAD - iCAD Inc.,0.0,Reduce 20.09%,578942,$3.81,"$2,206,000",,$3.87,1.57%,$1.19,$4.02,First Eagle Investment Management,2
≡,KD - Kyndryl Holdings Inc,0.0,Buy,8938,$41.96,"$375,000",,$30.04,-28.41%,$22.26,$44.20,First Eagle Investment Management,2
≡,KVHI - KVH Industries Inc.,0.0,Add 77.15%,196344,$5.33,"$1,047,000",,$5.41,1.50%,$4.35,$6.16,First Eagle Investment Management,2
≡,LAD - Lithia Motors Inc.,0.0,Add 52.52%,1879,$337.95,"$635,000",,$307.93,-8.88%,$253.58,$403.49,First Eagle Investment Management,2
≡,LII - Lennox International,0.0,,1330,$572.93,"$762,000",,$613.47,7.08%,$497.88,$689.44,First Eagle Investment Management,2
≡,LIN - Linde plc,0.0,,53,$471.70,"$25,000",,$479.92,1.74%,$407.35,$482.86,First Eagle Investment Management,2
≡,LTRX - Lantronix Inc.,0.0,Reduce 55.75%,284525,$2.87,"$817,000",,$3.24,12.89%,$1.91,$4.55,First Eagle Investment Management,2
≡,LUV - Southwest Airlines,0.0,Add 17.28%,10183,$32.41,"$330,000",,$31.59,-2.53%,$23.68,$37.96,First Eagle Investment Management,2
≡,MASS - 908 Devices Inc,0.0,Buy,267378,$7.13,"$1,906,000",,$6.20,-13.04%,$1.81,$8.06,First Eagle Investment Management,2
≡,NATR - Nature's Sunshine Products Inc.,0.0,Buy,130000,$14.79,"$1,923,000",,$16.81,13.66%,$11.01,$18.06,First Eagle Investment Management,2
≡,NVT - nVent Electric plc,0.0,Buy,8053,$73.26,"$590,000",,$88.15,20.32%,$41.44,$92.75,First Eagle Investment Management,2
≡,PFGC - Performance Food Group,0.0,Add 6.29%,10102,$87.51,"$884,000",,$99.32,13.50%,$68.40,$103.50,First Eagle Investment Management,2
≡,PHM - PulteGroup Inc.,0.0,Add 33.21%,2150,$105.58,"$227,000",,$130.37,23.48%,$87.88,$148.55,First Eagle Investment Management,2
≡,POWW - Ammo Inc,0.0,Add 5.47%,1919370,$1.28,"$2,457,000",,$1.35,5.47%,$0.95,$2.14,First Eagle Investment Management,2
≡,PROF - Profound Medical Corp,0.0,Buy,122039,$5.90,"$720,000",,$4.58,-22.37%,$3.90,$9.87,First Eagle Investment Management,2
≡,PWR - Quanta Services,0.0,Reduce 0.19%,3586,$378.14,"$1,356,000",,$379.27,0.30%,$227.02,$424.94,First Eagle Investment Management,2
≡,RES - RPC Inc.,0.0,Add 4.13%,328149,$4.73,"$1,552,000",,$4.38,-7.40%,$4.03,$7.00,First Eagle Investment Management,2
≡,RH - RH,0.0,Add 231.28%,593,$188.87,"$112,000",,$231.53,22.59%,$123.03,$457.26,First Eagle Investment Management,2
≡,RJF - Raymond James Financial Inc.,0.0,Reduce 12.22%,3720,$153.49,"$571,000",,$164.18,6.96%,$112.35,$173.13,First Eagle Investment Management,2
≡,RKT - Rocket Companies Inc.,0.0,Add 5.33%,66716,$14.18,"$946,000",,$18.44,30.04%,$9.52,$20.23,First Eagle Investment Management,2
≡,RS - Reliance Steel & Aluminum,0.0,Add 18.01%,793,$314.00,"$249,000",,$287.17,-8.54%,$248.03,$346.00,First Eagle Investment Management,2
≡,SBUX - Starbucks Corp.,0.0,Reduce 46.94%,25998,$91.62,"$2,382,000",,$90.93,-0.75%,$74.48,$115.87,First Eagle Investment Management,2
≡,SDRL - Seadrill Ltd,0.0,Add 132.90%,80613,$26.25,"$2,116,000",,$28.60,8.95%,$17.74,$44.74,First Eagle Investment Management,2
≡,SMWB - Similarweb Ltd,0.0,Buy,169505,$7.84,"$1,329,000",,$8.74,11.48%,$6.36,$17.64,First Eagle Investment Management,2
≡,SN - Sharkninja Inc,0.0,Buy,2589,$98.88,"$256,000",,$119.34,20.69%,$60.50,$128.51,First Eagle Investment Management,2
≡,SND - Smart Sand Inc.,0.0,Add 7.44%,276039,$2.01,"$555,000",,$1.95,-2.99%,$1.69,$2.66,First Eagle Investment Management,2
≡,TAC - TransAlta Corp.,0.0,Reduce 20.27%,15350,$10.81,"$166,000",,$12.37,14.43%,$7.78,$14.51,First Eagle Investment Management,2
≡,THC - Tenet Healthcare Corp.,0.0,Reduce 14.17%,9927,$175.98,"$1,747,000",,$178.03,1.16%,$109.82,$185.25,First Eagle Investment Management,2
≡,TOL - Toll Brothers,0.0,Add 13.54%,4177,$114.20,"$477,000",,$132.18,15.74%,$86.26,$168.41,First Eagle Investment Management,2
≡,TRMB - Trimble Inc.,0.0,Add 21.03%,4593,$75.99,"$349,000",,$81.12,6.75%,$52.91,$87.50,First Eagle Investment Management,2
≡,TTSH - Tile Shop Hldgs Inc,0.0,Reduce 1.17%,295172,$6.36,"$1,877,000",,$5.90,-7.23%,$4.62,$7.75,First Eagle Investment Management,2
≡,TXNM - TXNM Energy Inc.,0.0,,5387,$56.25,"$303,000",,$56.67,0.75%,$38.97,$57.20,First Eagle Investment Management,2
≡,TXRH - Texas Roadhouse Inc-A,0.0,Add 19.04%,5726,$187.39,"$1,073,000",,$175.91,-6.13%,$148.21,$203.86,First Eagle Investment Management,2
≡,UEIC - Universal Electronics Inc.,0.0,Add 5.42%,174936,$6.62,"$1,158,000",,$4.60,-30.51%,$4.25,$12.50,First Eagle Investment Management,2
≡,UGI - UGI Corp.,0.0,,8613,$36.46,"$314,000",,$34.51,-5.35%,$22.19,$37.43,First Eagle Investment Management,2
≡,WD - Walker & Dunlop Inc.,0.0,Add 28.21%,11097,$70.47,"$782,000",,$85.78,21.73%,$64.48,$115.49,First Eagle Investment Management,2
≡,WLK - Westlake Chemical Corp.,0.0,Add 13.09%,6885,$75.96,"$523,000",,$83.56,10.01%,$68.11,$150.03,First Eagle Investment Management,2
≡,WMB - Williams Cos.,0.0,,3190,$62.70,"$200,000",,$56.57,-9.78%,$42.38,$63.45,First Eagle Investment Management,2
≡,XPO - XPO Logistics,0.0,Reduce 36.60%,4981,$126.28,"$629,000",,$131.44,4.09%,$85.06,$161.00,First Eagle Investment Management,2
≡,ZBH - Zimmer Biomet Holdings,0.0,Add 11.81%,4725,$91.22,"$431,000",,$104.31,14.35%,$88.99,$115.64,First Eagle Investment Management,2
≡,CNQ - Canadian Natural Resources,9.33,Reduce 18.85%,22126877,$31.40,"$694,784,000",,$29.31,-6.66%,$24.33,$36.46,Yacktman Asset Management,1
≡,MSFT - Microsoft Corp.,7.39,Reduce 8.16%,1105264,$497.41,"$549,769,000",,$509.77,2.48%,$344.16,$555.45,Yacktman Asset Management,1
≡,SCHW - Charles Schwab Corp.,5.6,Reduce 3.05%,4565374,$91.24,"$416,545,000",,$95.76,4.95%,$60.38,$99.42,Yacktman Asset Management,1
≡,UHAL.B - U Haul Holding Co Non Voting,4.37,Reduce 0.14%,5986465,$54.37,"$325,484,000",,$53.74,-1.16%,$50.00,$73.78,Yacktman Asset Management,1
≡,FOX - Fox Corporation CL B,4.32,Reduce 5.21%,6226402,$51.63,"$321,469,000",,$53.22,3.08%,$35.71,$54.93,Yacktman Asset Management,1
≡,PG - Procter & Gamble,4.32,Reduce 4.67%,2018491,$159.32,"$321,586,000",,$158.40,-0.58%,$149.91,$177.66,Yacktman Asset Management,1
≡,PEP - PepsiCo Inc.,3.74,Reduce 0.27%,2107392,$132.04,"$278,260,000",,$152.16,15.24%,$126.36,$174.44,Yacktman Asset Management,1
≡,CTSH - Cognizant Technology Solutions,3.58,Reduce 2.43%,3410672,$78.03,"$266,135,000",,$70.86,-9.19%,$64.98,$89.77,Yacktman Asset Management,1
≡,NWSA - News Corp.,3.24,Reduce 4.80%,8119440,$29.72,"$241,310,000",,$29.85,0.44%,$23.38,$30.75,Yacktman Asset Management,1
≡,RS - Reliance Steel & Aluminum,3.16,Reduce 1.94%,748372,$313.90,"$234,914,000",,$287.17,-8.52%,$248.03,$346.00,Yacktman Asset Management,1
≡,GOOG - Alphabet Inc. CL C,3.05,Reduce 8.79%,1281057,$177.39,"$227,247,000",,$202.49,14.15%,$142.49,$208.21,Yacktman Asset Management,1
≡,INGR - Ingredion Inc.,2.87,Reduce 1.23%,1577486,$135.62,"$213,939,000",,$126.08,-7.03%,$119.80,$152.72,Yacktman Asset Management,1
≡,JNJ - Johnson & Johnson,2.8,Reduce 0.65%,1363534,$152.75,"$208,280,000",,$177.80,16.40%,$138.38,$178.18,Yacktman Asset Management,1
≡,DIS - Walt Disney Co.,2.37,Reduce 3.58%,1424444,$124.01,"$176,645,000",,$116.27,-6.24%,$79.76,$124.69,Yacktman Asset Management,1
≡,KVUE - Kenvue Inc,2.3,Reduce 1.01%,8187172,$20.93,"$171,358,000",,$21.49,2.68%,$19.20,$24.72,Yacktman Asset Management,1
≡,BRK.B - Berkshire Hathaway CL B,2.13,Reduce 13.25%,326867,$485.77,"$158,782,000",,$485.31,-0.09%,$437.90,$542.07,Yacktman Asset Management,1
≡,KO - Coca Cola Co.,2.11,Reduce 1.03%,2216552,$70.75,"$156,821,000",,$70.13,-0.88%,$59.75,$73.85,Yacktman Asset Management,1
≡,EBAY - eBay Inc.,2.04,Reduce 5.55%,2037683,$74.46,"$151,726,000",,$99.89,34.15%,$55.40,$101.15,Yacktman Asset Management,1
≡,EOG - EOG Resources,2.02,Reduce 4.98%,1259812,$119.61,"$150,686,000",,$117.32,-1.91%,$100.76,$135.49,Yacktman Asset Management,1
≡,COP - ConocoPhillips,1.96,Reduce 3.57%,1625996,$89.74,"$145,917,000",,$93.76,4.48%,$78.56,$112.56,Yacktman Asset Management,1
≡,TSN - Tyson Foods,1.96,Reduce 0.61%,2612306,$55.94,"$146,132,000",,$56.71,1.38%,$51.85,$65.23,Yacktman Asset Management,1
≡,FANG - Diamondback Energy Inc.,1.94,Reduce 0.12%,1050617,$137.40,"$144,355,000",,$138.96,1.14%,$112.40,$195.31,Yacktman Asset Management,1
≡,AWI - Armstrong World Industries Inc.,1.88,Reduce 1.03%,861335,$162.44,"$139,915,000",,$195.27,20.21%,$117.23,$197.04,Yacktman Asset Management,1
≡,ELV - Elevance Health Inc.,1.78,Reduce 0.33%,341340,$388.96,"$132,768,000",,$312.00,-19.79%,$273.71,$558.44,Yacktman Asset Management,1
≡,LHX - L3Harris Technologies Inc.,1.75,Reduce 5.61%,519641,$250.84,"$130,347,000",,$272.23,8.53%,$191.09,$280.52,Yacktman Asset Management,1
≡,STT - State Street Corp.,1.73,Reduce 2.34%,1208504,$106.34,"$128,512,000",,$111.15,4.52%,$72.29,$114.28,Yacktman Asset Management,1
≡,TLN - Talen Energy Corp,1.73,Reduce 0.27%,443700,$290.77,"$129,015,000",,$368.16,26.62%,$133.02,$394.07,Yacktman Asset Management,1
≡,NOC - Northrop Grumman Corp.,1.49,Reduce 5.14%,222144,$499.98,"$111,068,000",,$586.23,17.25%,$422.32,$594.68,Yacktman Asset Management,1
≡,LMT - Lockheed Martin Corp.,1.39,Reduce 7.85%,222615,$463.14,"$103,102,000",,$441.10,-4.76%,$410.11,$606.41,Yacktman Asset Management,1
≡,SYY - Sysco Corp.,1.34,Reduce 2.49%,1318241,$75.74,"$99,844,000",,$79.49,4.95%,$66.65,$82.64,Yacktman Asset Management,1
≡,FOXA - Fox Corporation,1.23,Reduce 6.36%,1636463,$56.04,"$91,707,000",,$58.15,3.77%,$38.53,$60.24,Yacktman Asset Management,1
≡,WBD - Warner Bros. Discovery Inc.,1.17,Reduce 0.27%,7626797,$11.46,"$87,403,000",,$11.56,0.87%,$6.78,$13.87,Yacktman Asset Management,1
≡,OLN - Olin Corp.,1.1,Add 1.00%,4060376,$20.09,"$81,573,000",,$21.29,5.97%,$17.50,$48.53,Yacktman Asset Management,1
≡,CL - Colgate-Palmolive,0.98,,802400,$90.90,"$72,938,000",,$85.85,-5.56%,$82.40,$106.90,Yacktman Asset Management,1
≡,DAR - Darling Ingredients Inc.,0.8,Reduce 0.25%,1578504,$37.94,"$59,888,000",,$31.00,-18.29%,$26.00,$43.49,Yacktman Asset Management,1
≡,BK - Bank of New York Mellon Corp.,0.66,Reduce 6.05%,539131,$91.11,"$49,120,000",,$101.08,10.94%,$63.52,$104.47,Yacktman Asset Management,1
≡,CMCSA - Comcast Corp.,0.6,,1243500,$35.69,"$44,381,000",,$33.89,-5.04%,$31.03,$44.12,Yacktman Asset Management,1
≡,UNH - United Health Group Inc.,0.54,Buy,129000,$311.97,"$40,244,000",,$304.24,-2.48%,$234.60,$621.24,Yacktman Asset Management,1
≡,CSCO - Cisco Systems,0.36,Reduce 12.83%,386100,$69.38,"$26,788,000",,$66.76,-3.78%,$46.57,$72.55,Yacktman Asset Management,1
≡,EMBC - Embecta Corp,0.31,Add 0.68%,2373386,$9.69,"$22,998,000",,$13.64,40.76%,$9.20,$20.80,Yacktman Asset Management,1
≡,ORCL - Oracle Corp.,0.31,Reduce 4.80%,105828,$218.63,"$23,137,000",,$234.62,7.31%,$118.18,$260.87,Yacktman Asset Management,1
≡,DVN - Devon Energy Corp.,0.27,Reduce 0.61%,642409,$31.81,"$20,435,000",,$33.58,5.56%,$25.71,$44.61,Yacktman Asset Management,1
≡,UHAL - U-Haul Holding Co.,0.27,Reduce 0.81%,332758,$60.56,"$20,152,000",,$59.05,-2.49%,$56.28,$79.04,Yacktman Asset Management,1
≡,MAS - Masco Corp.,0.22,Reduce 3.18%,258206,$64.36,"$16,618,000",,$74.48,15.72%,$56.02,$85.23,Yacktman Asset Management,1
≡,UL - Unilever PLC,0.2,Reduce 4.38%,239440,$61.17,"$14,647,000",,$61.97,1.31%,$52.96,$64.56,Yacktman Asset Management,1
≡,WFC - Wells Fargo,0.16,Reduce 4.78%,151707,$80.12,"$12,155,000",,$77.53,-3.23%,$49.13,$84.33,Yacktman Asset Management,1
≡,EAF - GrafTech International Ltd.,0.14,Add 1.19%,10826186,$0.97,"$10,530,000",,$1.07,10.31%,$0.55,$2.53,Yacktman Asset Management,1
≡,BRK.A - Berkshire Hathaway CL A,0.13,Reduce 7.14%,13,$728769.23,"$9,474,000",,$727200.00,-0.22%,$657497.50,$812855.00,Yacktman Asset Management,1
≡,BKNG - Booking Holdings Inc.,0.09,Reduce 2.36%,1115,$5789.24,"$6,455,000",,$5584.08,-3.54%,$3637.26,$5839.41,Yacktman Asset Management,1
≡,HSY - Hershey Co.,0.09,Add 44.50%,38250,$165.96,"$6,348,000",,$180.77,8.92%,$136.73,$202.98,Yacktman Asset Management,1
≡,MA - Mastercard Inc.,0.09,Add 4.85%,11670,$561.95,"$6,558,000",,$585.51,4.19%,$459.26,$593.91,Yacktman Asset Management,1
≡,GS - Goldman Sachs Group,0.08,Reduce 1.95%,8700,$707.70,"$6,157,000",,$721.38,1.93%,$437.20,$749.05,Yacktman Asset Management,1
≡,MCO - Moody's Corp.,0.08,Add 61.99%,12425,$501.57,"$6,232,000",,$512.00,2.08%,$377.30,$528.95,Yacktman Asset Management,1
≡,MSCI - MSCI Inc.,0.08,Add 53.31%,10900,$576.70,"$6,286,000",,$568.16,-1.48%,$483.67,$636.39,Yacktman Asset Management,1
≡,CLX - Clorox Co.,0.07,Add 37.21%,45210,$120.06,"$5,428,000",,$120.81,0.62%,$116.17,$166.90,Yacktman Asset Management,1
≡,AON - Aon Plc,0.06,Add 10.67%,12915,$356.79,"$4,608,000",,$372.86,4.50%,$322.37,$411.24,Yacktman Asset Management,1
≡,SPY - SPDR S&P 500 ETF Trust,0.03,Reduce 16.63%,3503,$617.76,"$2,164,000",,$639.81,3.57%,$480.38,$646.19,Yacktman Asset Management,1
≡,VZ - Verizon Communications,0.03,Reduce 1.92%,51000,$43.27,"$2,207,000",,$44.94,3.86%,$36.40,$45.87,Yacktman Asset Management,1
≡,LEGH - Legacy Housing Corp.,0.02,Add 17.65%,60000,$22.67,"$1,360,000",,$27.17,19.85%,$21.58,$29.25,Yacktman Asset Management,1
≡,NTRS - Northern Trust Corp.,0.02,,9500,$126.84,"$1,205,000",,$127.36,0.41%,$81.05,$133.00,Yacktman Asset Management,1
≡,PM - Philip Morris Intl.,0.02,Reduce 8.23%,6700,$182.09,"$1,220,000",,$168.77,-7.32%,$113.63,$185.29,Yacktman Asset Management,1
≡,TDY - Teledyne Technologies,0.02,Reduce 22.22%,3500,$512.29,"$1,793,000",,$543.15,6.02%,$415.02,$570.56,Yacktman Asset Management,1
≡,XOM - Exxon Mobil Corp.,0.02,,16400,$107.80,"$1,768,000",,$107.42,-0.35%,$96.01,$121.93,Yacktman Asset Management,1
≡,AMPY - Amplify Energy Corp.,0.01,Add 26.32%,240000,$3.20,"$768,000",,$3.78,18.13%,$2.27,$7.35,Yacktman Asset Management,1
≡,CRMT - America's Car Mart Inc.,0.01,Reduce 15.38%,11000,$56.00,"$616,000",,$44.87,-19.88%,$36.40,$63.33,Yacktman Asset Management,1
≡,RDI - Reading International Inc.,0.01,,385000,$1.34,"$516,000",,$1.41,5.22%,$1.17,$1.89,Yacktman Asset Management,1
≡,CATO - Cato Corp. CL A,0.0,,105445,$2.81,"$296,000",,$2.81,0.00%,$2.19,$6.70,Yacktman Asset Management,1
≡,MO - Altria Group Inc.,0.0,,4900,$58.57,"$287,000",,$66.56,13.64%,$46.28,$66.60,Yacktman Asset Management,1
≡,NWS - News Corp. CL B,0.0,,8140,$34.28,"$279,000",,$34.57,0.85%,$26.25,$35.58,Yacktman Asset Management,1
≡,V - Visa Inc.,0.0,,732,$355.19,"$260,000",,$342.45,-3.59%,$263.46,$374.85,Yacktman Asset Management,1
≡,C - Citigroup Inc.,4.08,Add 3.47%,1405016,$85.12,"$119,595,000",,$93.74,10.13%,$54.51,$96.27,Harry Burn - Sound Shore,1
≡,COF - Capital One Financial,3.86,Reduce 11.20%,532945,$212.76,"$113,389,000",,$214.62,0.87%,$129.97,$231.82,Harry Burn - Sound Shore,1
≡,CTRA - Coterra Energy Inc.,3.8,Add 11.84%,4388365,$25.38,"$111,377,000",,$23.10,-8.98%,$21.55,$29.29,Harry Burn - Sound Shore,1
≡,PYPL - PayPal Holdings Inc.,3.51,Add 11.84%,1386566,$74.32,"$103,050,000",,$69.05,-7.09%,$55.85,$93.66,Harry Burn - Sound Shore,1
≡,CSX - CSX Corp.,3.46,Reduce 0.11%,3106993,$32.63,"$101,381,000",,$36.52,11.92%,$26.11,$37.25,Harry Burn - Sound Shore,1
≡,BAC - Bank of America Corp.,3.39,Buy,2100071,$47.32,"$99,375,000",,$48.08,1.61%,$32.87,$49.31,Harry Burn - Sound Shore,1
≡,TEVA - Teva Pharmaceutical Industries Ltd.,3.34,Add 7.23%,5846512,$16.76,"$97,988,000",,$17.56,4.77%,$12.47,$22.80,Harry Burn - Sound Shore,1
≡,WBD - Warner Bros. Discovery Inc.,3.34,Buy,8547238,$11.46,"$97,951,000",,$11.56,0.87%,$6.78,$13.87,Harry Burn - Sound Shore,1
≡,LUV - Southwest Airlines,3.16,Reduce 0.12%,2853951,$32.44,"$92,582,000",,$31.59,-2.62%,$23.68,$37.96,Harry Burn - Sound Shore,1
≡,HOLX - Hologic Inc.,3.07,Reduce 0.07%,1382690,$65.16,"$90,096,000",,$67.82,4.08%,$51.90,$84.39,Harry Burn - Sound Shore,1
≡,FIS - Fidelity National Information Services,3.03,Reduce 16.07%,1091275,$81.41,"$88,841,000",,$69.33,-14.84%,$66.18,$90.63,Harry Burn - Sound Shore,1
≡,FLEX - Flex Ltd.,3.01,Add 2.29%,1770524,$49.92,"$88,385,000",,$49.77,-0.30%,$25.11,$53.97,Harry Burn - Sound Shore,1
≡,PRGO - Perrigo Co.,2.99,Add 0.08%,3287671,$26.72,"$87,847,000",,$23.60,-11.68%,$21.03,$30.29,Harry Burn - Sound Shore,1
